ruta_archivo,palabra,persona,nombre_archivo
audios/casa/Diego_casa_045.wav,casa,Diego,Diego_casa_045.wav
audios/casa/Vale_casa_030.wav,casa,Vale,Vale_casa_030.wav
audios/casa/Vale_casa_039.wav,casa,Vale,Vale_casa_039.wav
audios/casa/Vale_casa_038.wav,casa,Vale,Vale_casa_038.wav
audios/casa/Vale_casa_027.wav,casa,Vale,Vale_casa_027.wav
audios/casa/Nancy_casa_020.wav,casa,Nancy,Nancy_casa_020.wav
audios/casa/Mike_casa_011.wav,casa,Mike,Mike_casa_011.wav
audios/casa/Diego_casa_049.wav,casa,Diego,Diego_casa_049.wav
audios/casa/Diego_casa_043.wav,casa,Diego,Diego_casa_043.wav
audios/casa/Diego_casa_016.wav,casa,Diego,Diego_casa_016.wav
audios/casa/Diego_casa_042.wav,casa,Diego,Diego_casa_042.wav
audios/casa/Mike_casa_014.wav,casa,Mike,Mike_casa_014.wav
audios/casa/Nancy_casa_019.wav,casa,Nancy,Nancy_casa_019.wav
audios/casa/Nancy_casa_048.wav,casa,Nancy,Nancy_casa_048.wav
audios/casa/Mike_casa_047.wav,casa,Mike,Mike_casa_047.wav
audios/casa/Diego_casa_044.wav,casa,Diego,Diego_casa_044.wav
audios/casa/Vale_casa_020.wav,casa,Vale,Vale_casa_020.wav
audios/casa/Diego_casa_008.wav,casa,Diego,Diego_casa_008.wav
audios/casa/Vale_casa_045.wav,casa,Vale,Vale_casa_045.wav
audios/casa/Nancy_casa_041.wav,casa,Nancy,Nancy_casa_041.wav
audios/casa/Nancy_casa_037.wav,casa,Nancy,Nancy_casa_037.wav
audios/casa/Mike_casa_046.wav,casa,Mike,Mike_casa_046.wav
audios/casa/Diego_casa_024.wav,casa,Diego,Diego_casa_024.wav
audios/casa/Vale_casa_021.wav,casa,Vale,Vale_casa_021.wav
audios/casa/Nancy_casa_050.wav,casa,Nancy,Nancy_casa_050.wav
audios/casa/Nancy_casa_001.wav,casa,Nancy,Nancy_casa_001.wav
audios/casa/Vale_casa_003.wav,casa,Vale,Vale_casa_003.wav
audios/casa/Nancy_casa_002.wav,casa,Nancy,Nancy_casa_002.wav
audios/casa/Diego_casa_046.wav,casa,Diego,Diego_casa_046.wav
audios/casa/Vale_casa_006.wav,casa,Vale,Vale_casa_006.wav
audios/casa/Diego_casa_013.wav,casa,Diego,Diego_casa_013.wav
audios/casa/Mike_casa_035.wav,casa,Mike,Mike_casa_035.wav
audios/casa/Mike_casa_001.wav,casa,Mike,Mike_casa_001.wav
audios/casa/Vale_casa_028.wav,casa,Vale,Vale_casa_028.wav
audios/casa/Diego_casa_050.wav,casa,Diego,Diego_casa_050.wav
audios/casa/Diego_casa_007.wav,casa,Diego,Diego_casa_007.wav
audios/casa/Nancy_casa_026.wav,casa,Nancy,Nancy_casa_026.wav
audios/casa/Nancy_casa_005.wav,casa,Nancy,Nancy_casa_005.wav
audios/casa/Vale_casa_025.wav,casa,Vale,Vale_casa_025.wav
audios/casa/Diego_casa_029.wav,casa,Diego,Diego_casa_029.wav
audios/casa/Diego_casa_021.wav,casa,Diego,Diego_casa_021.wav
audios/casa/Mike_casa_005.wav,casa,Mike,Mike_casa_005.wav
audios/casa/Diego_casa_017.wav,casa,Diego,Diego_casa_017.wav
audios/casa/Mike_casa_002.wav,casa,Mike,Mike_casa_002.wav
audios/casa/Diego_casa_027.wav,casa,Diego,Diego_casa_027.wav
audios/casa/Mike_casa_042.wav,casa,Mike,Mike_casa_042.wav
audios/casa/Nancy_casa_004.wav,casa,Nancy,Nancy_casa_004.wav
audios/casa/Nancy_casa_021.wav,casa,Nancy,Nancy_casa_021.wav
audios/casa/Diego_casa_034.wav,casa,Diego,Diego_casa_034.wav
audios/casa/Vale_casa_015.wav,casa,Vale,Vale_casa_015.wav
audios/casa/Diego_casa_031.wav,casa,Diego,Diego_casa_031.wav
audios/casa/Nancy_casa_016.wav,casa,Nancy,Nancy_casa_016.wav
audios/casa/Mike_casa_021.wav,casa,Mike,Mike_casa_021.wav
audios/casa/Vale_casa_035.wav,casa,Vale,Vale_casa_035.wav
audios/casa/Diego_casa_020.wav,casa,Diego,Diego_casa_020.wav
audios/casa/Nancy_casa_039.wav,casa,Nancy,Nancy_casa_039.wav
audios/casa/Nancy_casa_031.wav,casa,Nancy,Nancy_casa_031.wav
audios/casa/Mike_casa_041.wav,casa,Mike,Mike_casa_041.wav
audios/casa/Diego_casa_004.wav,casa,Diego,Diego_casa_004.wav
audios/casa/Nancy_casa_010.wav,casa,Nancy,Nancy_casa_010.wav
audios/casa/Mike_casa_003.wav,casa,Mike,Mike_casa_003.wav
audios/casa/Vale_casa_032.wav,casa,Vale,Vale_casa_032.wav
audios/casa/Nancy_casa_014.wav,casa,Nancy,Nancy_casa_014.wav
audios/casa/Mike_casa_049.wav,casa,Mike,Mike_casa_049.wav
audios/casa/Mike_casa_037.wav,casa,Mike,Mike_casa_037.wav
audios/casa/Nancy_casa_009.wav,casa,Nancy,Nancy_casa_009.wav
audios/casa/Mike_casa_018.wav,casa,Mike,Mike_casa_018.wav
audios/casa/Nancy_casa_011.wav,casa,Nancy,Nancy_casa_011.wav
audios/casa/Diego_casa_005.wav,casa,Diego,Diego_casa_005.wav
audios/casa/Vale_casa_008.wav,casa,Vale,Vale_casa_008.wav
audios/casa/Vale_casa_042.wav,casa,Vale,Vale_casa_042.wav
audios/casa/Mike_casa_027.wav,casa,Mike,Mike_casa_027.wav
audios/casa/Mike_casa_008.wav,casa,Mike,Mike_casa_008.wav
audios/casa/Mike_casa_040.wav,casa,Mike,Mike_casa_040.wav
audios/casa/Nancy_casa_044.wav,casa,Nancy,Nancy_casa_044.wav
audios/casa/Vale_casa_011.wav,casa,Vale,Vale_casa_011.wav
audios/casa/Mike_casa_045.wav,casa,Mike,Mike_casa_045.wav
audios/casa/Vale_casa_037.wav,casa,Vale,Vale_casa_037.wav
audios/casa/Mike_casa_004.wav,casa,Mike,Mike_casa_004.wav
audios/casa/Nancy_casa_038.wav,casa,Nancy,Nancy_casa_038.wav
audios/casa/Vale_casa_023.wav,casa,Vale,Vale_casa_023.wav
audios/casa/Diego_casa_041.wav,casa,Diego,Diego_casa_041.wav
audios/casa/Nancy_casa_046.wav,casa,Nancy,Nancy_casa_046.wav
audios/casa/Mike_casa_022.wav,casa,Mike,Mike_casa_022.wav
audios/casa/Vale_casa_022.wav,casa,Vale,Vale_casa_022.wav
audios/casa/Diego_casa_039.wav,casa,Diego,Diego_casa_039.wav
audios/casa/Nancy_casa_015.wav,casa,Nancy,Nancy_casa_015.wav
audios/casa/Vale_casa_010.wav,casa,Vale,Vale_casa_010.wav
audios/casa/Nancy_casa_042.wav,casa,Nancy,Nancy_casa_042.wav
audios/casa/Diego_casa_002.wav,casa,Diego,Diego_casa_002.wav
audios/casa/Mike_casa_028.wav,casa,Mike,Mike_casa_028.wav
audios/casa/Diego_casa_011.wav,casa,Diego,Diego_casa_011.wav
audios/casa/Vale_casa_012.wav,casa,Vale,Vale_casa_012.wav
audios/casa/Mike_casa_036.wav,casa,Mike,Mike_casa_036.wav
audios/casa/Diego_casa_015.wav,casa,Diego,Diego_casa_015.wav
audios/casa/Diego_casa_019.wav,casa,Diego,Diego_casa_019.wav
audios/casa/Vale_casa_001.wav,casa,Vale,Vale_casa_001.wav
audios/casa/Nancy_casa_013.wav,casa,Nancy,Nancy_casa_013.wav
audios/casa/Mike_casa_012.wav,casa,Mike,Mike_casa_012.wav
audios/casa/Nancy_casa_036.wav,casa,Nancy,Nancy_casa_036.wav
audios/casa/Diego_casa_030.wav,casa,Diego,Diego_casa_030.wav
audios/casa/Nancy_casa_047.wav,casa,Nancy,Nancy_casa_047.wav
audios/casa/Vale_casa_019.wav,casa,Vale,Vale_casa_019.wav
audios/casa/Diego_casa_003.wav,casa,Diego,Diego_casa_003.wav
audios/casa/Nancy_casa_007.wav,casa,Nancy,Nancy_casa_007.wav
audios/casa/Nancy_casa_025.wav,casa,Nancy,Nancy_casa_025.wav
audios/casa/Vale_casa_016.wav,casa,Vale,Vale_casa_016.wav
audios/casa/Diego_casa_026.wav,casa,Diego,Diego_casa_026.wav
audios/casa/Vale_casa_018.wav,casa,Vale,Vale_casa_018.wav
audios/casa/Diego_casa_036.wav,casa,Diego,Diego_casa_036.wav
audios/casa/Vale_casa_046.wav,casa,Vale,Vale_casa_046.wav
audios/casa/Diego_casa_001.wav,casa,Diego,Diego_casa_001.wav
audios/casa/Mike_casa_038.wav,casa,Mike,Mike_casa_038.wav
audios/casa/Mike_casa_048.wav,casa,Mike,Mike_casa_048.wav
audios/casa/Diego_casa_025.wav,casa,Diego,Diego_casa_025.wav
audios/casa/Nancy_casa_028.wav,casa,Nancy,Nancy_casa_028.wav
audios/casa/Vale_casa_004.wav,casa,Vale,Vale_casa_004.wav
audios/casa/Nancy_casa_029.wav,casa,Nancy,Nancy_casa_029.wav
audios/casa/Diego_casa_006.wav,casa,Diego,Diego_casa_006.wav
audios/casa/Diego_casa_018.wav,casa,Diego,Diego_casa_018.wav
audios/casa/Vale_casa_044.wav,casa,Vale,Vale_casa_044.wav
audios/casa/Diego_casa_012.wav,casa,Diego,Diego_casa_012.wav
audios/casa/Nancy_casa_034.wav,casa,Nancy,Nancy_casa_034.wav
audios/casa/Mike_casa_016.wav,casa,Mike,Mike_casa_016.wav
audios/casa/Vale_casa_029.wav,casa,Vale,Vale_casa_029.wav
audios/casa/Vale_casa_009.wav,casa,Vale,Vale_casa_009.wav
audios/casa/Vale_casa_047.wav,casa,Vale,Vale_casa_047.wav
audios/casa/Nancy_casa_032.wav,casa,Nancy,Nancy_casa_032.wav
audios/casa/Vale_casa_050.wav,casa,Vale,Vale_casa_050.wav
audios/casa/Nancy_casa_045.wav,casa,Nancy,Nancy_casa_045.wav
audios/casa/Mike_casa_050.wav,casa,Mike,Mike_casa_050.wav
audios/casa/Mike_casa_009.wav,casa,Mike,Mike_casa_009.wav
audios/casa/Vale_casa_026.wav,casa,Vale,Vale_casa_026.wav
audios/casa/Nancy_casa_030.wav,casa,Nancy,Nancy_casa_030.wav
audios/alto/Nancy_alto_029.wav,alto,Nancy,Nancy_alto_029.wav
audios/alto/Vale_alto_040.wav,alto,Vale,Vale_alto_040.wav
audios/alto/Vale_alto_041.wav,alto,Vale,Vale_alto_041.wav
audios/alto/Diego_alto_027.wav,alto,Diego,Diego_alto_027.wav
audios/alto/Diego_alto_016.wav,alto,Diego,Diego_alto_016.wav
audios/alto/Mike_alto_030.wav,alto,Mike,Mike_alto_030.wav
audios/alto/Nancy_alto_041.wav,alto,Nancy,Nancy_alto_041.wav
audios/alto/Diego_alto_022.wav,alto,Diego,Diego_alto_022.wav
audios/alto/Vale_alto_031.wav,alto,Vale,Vale_alto_031.wav
audios/alto/Vale_alto_009.wav,alto,Vale,Vale_alto_009.wav
audios/alto/Diego_alto_047.wav,alto,Diego,Diego_alto_047.wav
audios/alto/Diego_alto_006.wav,alto,Diego,Diego_alto_006.wav
audios/alto/Mike_alto_026.wav,alto,Mike,Mike_alto_026.wav
audios/alto/Nancy_alto_032.wav,alto,Nancy,Nancy_alto_032.wav
audios/alto/Vale_alto_013.wav,alto,Vale,Vale_alto_013.wav
audios/alto/Mike_alto_002.wav,alto,Mike,Mike_alto_002.wav
audios/alto/Vale_alto_029.wav,alto,Vale,Vale_alto_029.wav
audios/alto/Diego_alto_003.wav,alto,Diego,Diego_alto_003.wav
audios/alto/Vale_alto_006.wav,alto,Vale,Vale_alto_006.wav
audios/alto/Vale_alto_007.wav,alto,Vale,Vale_alto_007.wav
audios/alto/Diego_alto_041.wav,alto,Diego,Diego_alto_041.wav
audios/alto/Vale_alto_038.wav,alto,Vale,Vale_alto_038.wav
audios/alto/Nancy_alto_047.wav,alto,Nancy,Nancy_alto_047.wav
audios/alto/Diego_alto_005.wav,alto,Diego,Diego_alto_005.wav
audios/alto/Vale_alto_048.wav,alto,Vale,Vale_alto_048.wav
audios/alto/Mike_alto_044.wav,alto,Mike,Mike_alto_044.wav
audios/alto/Vale_alto_011.wav,alto,Vale,Vale_alto_011.wav
audios/alto/Diego_alto_044.wav,alto,Diego,Diego_alto_044.wav
audios/alto/Mike_alto_025.wav,alto,Mike,Mike_alto_025.wav
audios/alto/Mike_alto_031.wav,alto,Mike,Mike_alto_031.wav
audios/alto/Diego_alto_007.wav,alto,Diego,Diego_alto_007.wav
audios/alto/Mike_alto_018.wav,alto,Mike,Mike_alto_018.wav
audios/alto/Nancy_alto_049.wav,alto,Nancy,Nancy_alto_049.wav
audios/alto/Mike_alto_034.wav,alto,Mike,Mike_alto_034.wav
audios/alto/Nancy_alto_036.wav,alto,Nancy,Nancy_alto_036.wav
audios/alto/Mike_alto_024.wav,alto,Mike,Mike_alto_024.wav
audios/alto/Diego_alto_035.wav,alto,Diego,Diego_alto_035.wav
audios/alto/Mike_alto_037.wav,alto,Mike,Mike_alto_037.wav
audios/alto/Mike_alto_045.wav,alto,Mike,Mike_alto_045.wav
audios/alto/Nancy_alto_007.wav,alto,Nancy,Nancy_alto_007.wav
audios/alto/Diego_alto_019.wav,alto,Diego,Diego_alto_019.wav
audios/alto/Vale_alto_046.wav,alto,Vale,Vale_alto_046.wav
audios/alto/Nancy_alto_026.wav,alto,Nancy,Nancy_alto_026.wav
audios/alto/Diego_alto_048.wav,alto,Diego,Diego_alto_048.wav
audios/alto/Vale_alto_001.wav,alto,Vale,Vale_alto_001.wav
audios/alto/Nancy_alto_034.wav,alto,Nancy,Nancy_alto_034.wav
audios/alto/Nancy_alto_013.wav,alto,Nancy,Nancy_alto_013.wav
audios/alto/Nancy_alto_022.wav,alto,Nancy,Nancy_alto_022.wav
audios/alto/Nancy_alto_025.wav,alto,Nancy,Nancy_alto_025.wav
audios/alto/Nancy_alto_042.wav,alto,Nancy,Nancy_alto_042.wav
audios/alto/Mike_alto_035.wav,alto,Mike,Mike_alto_035.wav
audios/alto/Mike_alto_022.wav,alto,Mike,Mike_alto_022.wav
audios/alto/Nancy_alto_028.wav,alto,Nancy,Nancy_alto_028.wav
audios/alto/Vale_alto_037.wav,alto,Vale,Vale_alto_037.wav
audios/alto/Vale_alto_032.wav,alto,Vale,Vale_alto_032.wav
audios/alto/Vale_alto_022.wav,alto,Vale,Vale_alto_022.wav
audios/alto/Diego_alto_011.wav,alto,Diego,Diego_alto_011.wav
audios/alto/Mike_alto_004.wav,alto,Mike,Mike_alto_004.wav
audios/alto/Diego_alto_018.wav,alto,Diego,Diego_alto_018.wav
audios/alto/Nancy_alto_011.wav,alto,Nancy,Nancy_alto_011.wav
audios/alto/Nancy_alto_008.wav,alto,Nancy,Nancy_alto_008.wav
audios/alto/Vale_alto_019.wav,alto,Vale,Vale_alto_019.wav
audios/alto/Nancy_alto_043.wav,alto,Nancy,Nancy_alto_043.wav
audios/alto/Diego_alto_012.wav,alto,Diego,Diego_alto_012.wav
audios/alto/Nancy_alto_001.wav,alto,Nancy,Nancy_alto_001.wav
audios/alto/Vale_alto_030.wav,alto,Vale,Vale_alto_030.wav
audios/alto/Mike_alto_048.wav,alto,Mike,Mike_alto_048.wav
audios/alto/Diego_alto_031.wav,alto,Diego,Diego_alto_031.wav
audios/alto/Diego_alto_032.wav,alto,Diego,Diego_alto_032.wav
audios/alto/Nancy_alto_021.wav,alto,Nancy,Nancy_alto_021.wav
audios/alto/Vale_alto_044.wav,alto,Vale,Vale_alto_044.wav
audios/alto/Vale_alto_002.wav,alto,Vale,Vale_alto_002.wav
audios/alto/Vale_alto_017.wav,alto,Vale,Vale_alto_017.wav
audios/alto/Mike_alto_019.wav,alto,Mike,Mike_alto_019.wav
audios/alto/Vale_alto_034.wav,alto,Vale,Vale_alto_034.wav
audios/alto/Vale_alto_033.wav,alto,Vale,Vale_alto_033.wav
audios/alto/Mike_alto_027.wav,alto,Mike,Mike_alto_027.wav
audios/alto/Mike_alto_041.wav,alto,Mike,Mike_alto_041.wav
audios/alto/Nancy_alto_009.wav,alto,Nancy,Nancy_alto_009.wav
audios/alto/Vale_alto_016.wav,alto,Vale,Vale_alto_016.wav
audios/alto/Mike_alto_015.wav,alto,Mike,Mike_alto_015.wav
audios/alto/Diego_alto_043.wav,alto,Diego,Diego_alto_043.wav
audios/alto/Diego_alto_040.wav,alto,Diego,Diego_alto_040.wav
audios/alto/Vale_alto_025.wav,alto,Vale,Vale_alto_025.wav
audios/alto/Mike_alto_008.wav,alto,Mike,Mike_alto_008.wav
audios/alto/Diego_alto_026.wav,alto,Diego,Diego_alto_026.wav
audios/alto/Mike_alto_029.wav,alto,Mike,Mike_alto_029.wav
audios/alto/Vale_alto_043.wav,alto,Vale,Vale_alto_043.wav
audios/alto/Vale_alto_047.wav,alto,Vale,Vale_alto_047.wav
audios/alto/Mike_alto_039.wav,alto,Mike,Mike_alto_039.wav
audios/alto/Diego_alto_010.wav,alto,Diego,Diego_alto_010.wav
audios/alto/Nancy_alto_031.wav,alto,Nancy,Nancy_alto_031.wav
audios/alto/Nancy_alto_016.wav,alto,Nancy,Nancy_alto_016.wav
audios/alto/Diego_alto_023.wav,alto,Diego,Diego_alto_023.wav
audios/alto/Mike_alto_042.wav,alto,Mike,Mike_alto_042.wav
audios/alto/Mike_alto_046.wav,alto,Mike,Mike_alto_046.wav
audios/alto/Vale_alto_014.wav,alto,Vale,Vale_alto_014.wav
audios/alto/Vale_alto_036.wav,alto,Vale,Vale_alto_036.wav
audios/alto/Diego_alto_002.wav,alto,Diego,Diego_alto_002.wav
audios/alto/Nancy_alto_033.wav,alto,Nancy,Nancy_alto_033.wav
audios/alto/Mike_alto_005.wav,alto,Mike,Mike_alto_005.wav
audios/alto/Nancy_alto_046.wav,alto,Nancy,Nancy_alto_046.wav
audios/alto/Nancy_alto_003.wav,alto,Nancy,Nancy_alto_003.wav
audios/alto/Nancy_alto_039.wav,alto,Nancy,Nancy_alto_039.wav
audios/alto/Diego_alto_020.wav,alto,Diego,Diego_alto_020.wav
audios/alto/Mike_alto_012.wav,alto,Mike,Mike_alto_012.wav
audios/alto/Mike_alto_021.wav,alto,Mike,Mike_alto_021.wav
audios/alto/Mike_alto_011.wav,alto,Mike,Mike_alto_011.wav
audios/alto/Nancy_alto_006.wav,alto,Nancy,Nancy_alto_006.wav
audios/alto/Nancy_alto_048.wav,alto,Nancy,Nancy_alto_048.wav
audios/alto/Diego_alto_017.wav,alto,Diego,Diego_alto_017.wav
audios/alto/Nancy_alto_035.wav,alto,Nancy,Nancy_alto_035.wav
audios/alto/Mike_alto_038.wav,alto,Mike,Mike_alto_038.wav
audios/alto/Nancy_alto_024.wav,alto,Nancy,Nancy_alto_024.wav
audios/alto/Mike_alto_014.wav,alto,Mike,Mike_alto_014.wav
audios/alto/Nancy_alto_044.wav,alto,Nancy,Nancy_alto_044.wav
audios/alto/Mike_alto_010.wav,alto,Mike,Mike_alto_010.wav
audios/alto/Vale_alto_045.wav,alto,Vale,Vale_alto_045.wav
audios/alto/Diego_alto_050.wav,alto,Diego,Diego_alto_050.wav
audios/alto/Diego_alto_014.wav,alto,Diego,Diego_alto_014.wav
audios/alto/Nancy_alto_040.wav,alto,Nancy,Nancy_alto_040.wav
audios/alto/Diego_alto_015.wav,alto,Diego,Diego_alto_015.wav
audios/alto/Vale_alto_042.wav,alto,Vale,Vale_alto_042.wav
audios/alto/Diego_alto_009.wav,alto,Diego,Diego_alto_009.wav
audios/alto/Diego_alto_034.wav,alto,Diego,Diego_alto_034.wav
audios/alto/Vale_alto_015.wav,alto,Vale,Vale_alto_015.wav
audios/alto/Nancy_alto_037.wav,alto,Nancy,Nancy_alto_037.wav
audios/alto/Vale_alto_023.wav,alto,Vale,Vale_alto_023.wav
audios/alto/Nancy_alto_045.wav,alto,Nancy,Nancy_alto_045.wav
audios/alto/Nancy_alto_015.wav,alto,Nancy,Nancy_alto_015.wav
audios/alto/Nancy_alto_027.wav,alto,Nancy,Nancy_alto_027.wav
audios/alto/Diego_alto_021.wav,alto,Diego,Diego_alto_021.wav
audios/alto/Nancy_alto_038.wav,alto,Nancy,Nancy_alto_038.wav
audios/alto/Nancy_alto_019.wav,alto,Nancy,Nancy_alto_019.wav
audios/alto/Mike_alto_017.wav,alto,Mike,Mike_alto_017.wav
audios/alto/Vale_alto_050.wav,alto,Vale,Vale_alto_050.wav
audios/alto/Mike_alto_032.wav,alto,Mike,Mike_alto_032.wav
audios/alto/Vale_alto_003.wav,alto,Vale,Vale_alto_003.wav
audios/alto/Diego_alto_013.wav,alto,Diego,Diego_alto_013.wav
audios/alto/Mike_alto_007.wav,alto,Mike,Mike_alto_007.wav
audios/alto/Mike_alto_028.wav,alto,Mike,Mike_alto_028.wav
audios/alto/Mike_alto_047.wav,alto,Mike,Mike_alto_047.wav
audios/alto/Diego_alto_049.wav,alto,Diego,Diego_alto_049.wav
audios/alto/Nancy_alto_020.wav,alto,Nancy,Nancy_alto_020.wav
audios/alto/Diego_alto_029.wav,alto,Diego,Diego_alto_029.wav
audios/alto/Mike_alto_036.wav,alto,Mike,Mike_alto_036.wav
audios/alto/Mike_alto_020.wav,alto,Mike,Mike_alto_020.wav
audios/alto/Vale_alto_026.wav,alto,Vale,Vale_alto_026.wav
audios/alto/Mike_alto_033.wav,alto,Mike,Mike_alto_033.wav
audios/alto/Diego_alto_039.wav,alto,Diego,Diego_alto_039.wav
audios/alto/Vale_alto_005.wav,alto,Vale,Vale_alto_005.wav
audios/alto/Mike_alto_013.wav,alto,Mike,Mike_alto_013.wav
audios/alto/Mike_alto_003.wav,alto,Mike,Mike_alto_003.wav
audios/alto/Diego_alto_033.wav,alto,Diego,Diego_alto_033.wav
audios/alto/Diego_alto_001.wav,alto,Diego,Diego_alto_001.wav
audios/alto/Mike_alto_050.wav,alto,Mike,Mike_alto_050.wav
audios/alto/Vale_alto_024.wav,alto,Vale,Vale_alto_024.wav
audios/alto/Mike_alto_016.wav,alto,Mike,Mike_alto_016.wav
audios/alto/Vale_alto_012.wav,alto,Vale,Vale_alto_012.wav
audios/alto/Mike_alto_049.wav,alto,Mike,Mike_alto_049.wav
audios/alto/Diego_alto_037.wav,alto,Diego,Diego_alto_037.wav
audios/alto/Diego_alto_045.wav,alto,Diego,Diego_alto_045.wav
audios/alto/Mike_alto_023.wav,alto,Mike,Mike_alto_023.wav
audios/alto/Nancy_alto_004.wav,alto,Nancy,Nancy_alto_004.wav
audios/alto/Nancy_alto_030.wav,alto,Nancy,Nancy_alto_030.wav
audios/alto/Diego_alto_038.wav,alto,Diego,Diego_alto_038.wav
audios/alto/Nancy_alto_005.wav,alto,Nancy,Nancy_alto_005.wav
audios/alto/Vale_alto_028.wav,alto,Vale,Vale_alto_028.wav
audios/alto/Diego_alto_030.wav,alto,Diego,Diego_alto_030.wav
